Item Number,Qty 1,Price Code,USD Price Blanks,
SM-4855, 	150 ,C,1.07,
SM-4858, 	100 ,C,1.25,
SM-4859, 	125 ,C,1.07,
SM-4860, 	150 ,C,0.89,
SM-4861, 	125 ,C,0.98,
SM-4862, 	100 ,C,1.25,
SM-4880, 	75 ,C,1.43,
SM-4891, 	250 ,C,0.39,
SM-4892, 	250 ,C,0.39,
SM-5001, 	50 ,C,2.69,
SM-5004, 	100 ,C,1.16,
SM-5011, 	100 ,C,1.16,
SM-5012, 	100 ,C,1.25,
SM-5014, 	250 ,C,0.40,
SM-5016, 	125 ,C,1.07,
SM-5206, 	50 ,C,3.14,
SM-6252, 	75 ,C,2.69,
SM-6300, 	72 ,C,2.33,
SM-6301, 	75 ,C,1.07,
SM-6303, 	72 ,C,1.81,
SM-6304, 	72 ,C,2.15,
SM-6306, 	72 ,C,2.15,
SM-6309, 	72 ,C,2.33,
SM-6311, 	72 ,C,2.12,
SM-6314, 	72 ,C,2.58,
SM-6315, 	50 ,C,2.50,
SM-6317, 	72 ,C,2.40,
SM-6321, 	72 ,C,1.70,
SM-6323, 	72 ,C,1.86,
SM-6330, 	72 ,C,2.24,
SM-6336, 	72 ,C,2.39,
SM-6340, 	72 ,C,2.24,
SM-6350, 	37 ,C,3.59,
SM-6352, 	72 ,C,2.60,
SM-6354, 	37 ,C,3.59,
SM-6360, 	100 ,C,1.34,
SM-6388, 	50 ,C,2.87,
SM-6503, 	150 ,C,0.89,
SM-6504, 	150 ,C,1.07,
SM-6513, 	150 ,C,1.16,
SM-6552, 	100 ,C,1.43,
SM-6588, 	50 ,C,1.49,
SM-6600, 	100 ,C,1.34,
SM-6602, 	87 ,C,1.25,
SM-6605, 	75 ,C,1.79,
SM-6607, 	75 ,C,1.79,
SM-6620, 	50 ,C,3.05,
SM-6625, 	100 ,C,1.34,
SM-6628, 	50 ,C,2.42,
SM-6631, 	50 ,C,2.96,
SM-6632, 	62 ,C,2.33,
SM-6633, 	25 ,C,3.23,
SM-6634, 	50 ,C,2.87,
SM-6635, 	75 ,C,1.70,
SM-6637, 	50 ,C,3.05,
SM-6639, 	50 ,C,2.51,
SM-6640, 	75 ,C,2.24,
SM-6645, 	250 ,C,0.59,
SM-6648, 	212 ,C,0.62,
SM-6650, 	125 ,C,0.89,
SM-6651, 	37 ,C,4.49,
SM-6652, 	50 ,C,3.59,
SM-6654, 	125 ,C,0.89,
SM-6656, 	25 ,C,2.60,
SM-6657, 	25 ,C,3.59,
SM-6659, 	50 ,C,2.60,
SM-6670, 	50 ,C,2.51,
SM-6672, 	50 ,C,2.96,
SM-6673, 	50 ,C,3.59,
SM-6675, 	50 ,C,3.14,
SM-6676, 	50 ,C,3.59,
SM-6677, 	25 ,C,3.77,
SM-6678, 	50 ,C,2.93,
SM-6679, 	75 ,C,1.61,
SM-6680, 	75 ,C,2.15,
SM-6688, 	75 ,C,1.70,
SM-6701, 	25 ,C,4.94,
SM-6709, 	50 ,C,2.96,
SM-6710, 	25 ,C,5.30,
SM-6711, 	25 ,C,5.39,
SM-6716, 	50 ,C,3.59,
SM-6717, 	50 ,C,3.05,
SM-6718, 	25 ,C,5.21,
SM-6724, 	37 ,C,4.49,
SM-6726, 	50 ,C,3.05,
SM-6727, 	25 ,C,5.39,
SM-6728, 	75 ,C,1.79,
SM-6730, 	62 ,C,2.33,
SM-6733, 	37 ,C,4.04,
SM-6734, 	50 ,C,3.59,
SM-6739, 	50 ,C,3.14,
SM-6740, 	25 ,C,3.05,
SM-6745, 	50 ,C,3.14,
SM-6746, 	25 ,C,6.74,
SM-6747, 	25 ,C,6.29,
SM-6749, 	25 ,C,5.84,
SM-6771, 	36 ,C,8.09,
SM-6783, 	75 ,C,2.06,
SM-6784, 	75 ,C,1.88,
SM-6786, 	50 ,C,3.59,
SM-6788, 	50 ,C,2.42,
SM-6789, 	50 ,C,2.60,
SM-6793, 	50 ,C,3.59,
SM-6795, 	50 ,C,3.41,
SM-6796, 	25 ,C,3.14,
SM-6797, 	37 ,C,3.95,
SM-6798, 	25 ,C,4.04,
SM-6799, 	75 ,C,1.79,
SM-6801, 	25 ,C,6.29,
SM-6803, 	87 ,C,2.03,
SM-6804, 	50 ,C,1.76,
SM-6805, 	50 ,C,1.52,
SM-6807, 	37 ,C,4.31,
SM-6808, 	37 ,C,5.66,
SM-6809, 	50 ,C,2.96,
SM-6811, 	50 ,C,3.59,
SM-6812, 	50 ,C,2.69,
SM-6813, 	50 ,C,2.69,
SM-6814, 	50 ,C,3.14,
SM-6816, 	50 ,C,3.14,
SM-6817, 	75 ,C,1.79,
SM-6818, 	75 ,C,1.79,
SM-6819, 	50 ,C,3.59,
SM-6820, 	50 ,C,2.69,
SM-6821, 	50 ,C,3.50,
SM-6822, 	50 ,C,3.23,
SM-6823, 	50 ,C,3.41,
SM-6824, 	50 ,C,2.69,
SM-6825, 	50 ,C,3.23,
SM-6826, 	50 ,C,3.59,
SM-6827, 	50 ,C,3.32,
SM-6828, 	25 ,C,3.23,
SM-6830, 	50 ,C,3.23,
SM-6831, 	62 ,C,2.69,
SM-6833, 	50 ,C,4.04,
SM-6834, 	50 ,C,2.69,
SM-6836, 	50 ,C,2.51,
SM-6837, 	50 ,C,3.50,
SM-6840, 	37 ,C,5.39,
SM-6842, 	50 ,C,2.96,
SM-6843, 	37 ,C,4.49,
SM-6849, 	37 ,C,4.94,
SM-6850, 	50 ,C,3.41,
SM-6851, 	50 ,C,2.24,
SM-6852, 	50 ,C,2.69,
SM-6853, 	50 ,C,3.59,
SM-6855, 	50 ,C,3.05,
SM-6856, 	50 ,C,3.86,
SM-6857, 	75 ,C,1.97,
SM-6858, 	50 ,C,2.51,
SM-6860, 	37 ,C,4.49,
SM-6865, 	50 ,C,3.14,
SM-6868, 	50 ,C,2.60,
SM-6870, 	50 ,C,3.59,
SM-6875, 	50 ,C,2.51,
SM-6876, 	25 ,C,8.09,
SM-6888, 	50 ,C,3.14,
SM-6890, 	250 ,C,0.44,
SM-6895, 	125 ,C,1.13,
SM-6922, 	25 ,C,2.69,
SM-6923, 	25 ,C,2.69,
SM-6927, 	50 ,C,2.51,
SM-7102, 	75 ,C,2.06,
SM-7103, 	50 ,C,3.14,
SM-7135, 	125 ,C,0.98,
SM-7136, 	37 ,C,4.49,
SM-7137, 	37 ,C,5.39,
SM-7138, 	100 ,C,1.61,
SM-7140, 	62 ,C,2.69,
SM-7145, 	100 ,C,1.79,
SM-7148, 	100 ,C,1.79,
SM-7150, 	100 ,C,1.79,
SM-7151, 	75 ,C,2.15,
SM-7152, 	75 ,C,1.97,
SM-7154, 	25 ,C,7.46,
SM-7155, 	25 ,C,5.93,
SM-7156, 	75 ,C,1.88,
SM-7157, 	25 ,C,6.20,
SM-7158, 	25 ,C,7.19,
SM-7160, 	75 ,C,2.24,
SM-7161, 	25 ,C,6.29,
SM-7167, 	37 ,C,5.21,
SM-7169, 	37 ,C,4.85,
SM-7172, 	62 ,C,2.69,
SM-7173, 	100 ,C,1.52,
SM-7175, 	62 ,C,2.69,
SM-7180, 	25 ,C,6.74,
SM-7181, 	25 ,C,5.93,
SM-7182, 	20 ,C,11.69,
SM-7185, 	25 ,C,6.29,
SM-7190, 	50 ,C,3.41,
SM-7191, 	25 ,C,6.11,
SM-7192, 	37 ,C,5.21,
SM-7193, 	50 ,C,3.68,
SM-7194, 	50 ,C,3.77,
SM-7195, 	50 ,C,3.59,
SM-7196, 	37 ,C,4.49,
SM-7197, 	37 ,C,5.39,
SM-7198, 	37 ,C,5.30,
SM-7199, 	20 ,C,9.89,
SM-7200, 	50 ,C,2.69,
SM-7234, 	25 ,C,7.64,
SM-7235, 	50 ,C,3.59,
SM-7238, 	50 ,C,2.51,
SM-7240, 	75 ,C,1.97,
SM-7242, 	75 ,C,1.70,
SM-7243, 	37 ,C,4.49,
SM-7244, 	112 ,C,1.16,
SM-7245, 	75 ,C,1.79,
SM-7246, 	25 ,C,6.29,
SM-7249, 	100 ,C,1.34,
SM-7254, 	100 ,C,1.79,
SM-7255, 	37 ,C,4.13,
SM-7256, 	50 ,C,2.87,
SM-7257, 	37 ,C,4.04,
SM-7259, 	25 ,C,6.47,
SM-7260, 	75 ,C,1.79,
SM-7261, 	25 ,C,6.74,
SM-7262, 	100 ,C,1.43,
SM-7263, 	37 ,C,4.40,
SM-7264, 	37 ,C,4.04,
SM-7265, 	50 ,C,3.23,
SM-7266, 	100 ,C,1.34,
SM-7267, 	37 ,C,3.95,
SM-7269, 	37 ,C,4.49,
SM-7271, 	25 ,C,6.83,
SM-7273, 	50 ,C,3.59,
SM-7275, 	37 ,C,4.49,
SM-7276, 	50 ,C,3.59,
SM-7277, 	50 ,C,2.69,
SM-7278, 	25 ,C,4.94,
SM-7279, 	25 ,C,8.09,
SM-7280, 	75 ,C,2.24,
SM-7281, 	25 ,C,5.39,
SM-7282, 	75 ,C,1.79,
SM-7283, 	25 ,C,6.29,
SM-7284, 	25 ,C,5.39,
SM-7285, 	37 ,C,3.59,
SM-7286, 	37 ,C,4.22,
SM-7287, 	25 ,C,4.49,
SM-7289, 	100 ,C,1.34,
SM-7290, 	50 ,C,3.59,
SM-7292, 	25 ,C,8.09,
SM-7294, 	20 ,C,8.99,
SM-7297, 	75 ,C,1.88,
SM-7298, 	25 ,C,6.29,
SM-7299, 	25 ,C,8.99,
SM-7300, 	37 ,C,5.57,
SM-7302, 	7 ,C,24.29,
SM-7303, 	7 ,C,26.99,
SM-7304, 	50 ,C,3.59,
SM-7305, 	50 ,C,3.14,
SM-7306, 	37 ,C,4.04,
SM-7307, 	50 ,C,3.59,
SM-7308, 	25 ,C,5.84,
SM-7311, 	100 ,C,1.52,
SM-7312, 	75 ,C,2.24,
SM-7313, 	50 ,C,2.69,
SM-7314, 	50 ,C,2.69,
SM-7315, 	50 ,C,2.69,
SM-7317, 	100 ,C,1.52,
SM-7320, 	50 ,C,2.93,
SM-7321, 	100 ,C,1.13,
SM-7322, 	100 ,C,1.16,
SM-7323, 	112 ,C,1.16,
SM-7324, 	100 ,C,1.19,
SM-7325, 	100 ,C,1.34,
SM-7326, 	75 ,C,2.33,
SM-7327, 	100 ,C,1.52,
SM-7328, 	50 ,C,2.78,
SM-7329, 	125 ,C,0.98,
SM-7331, 	125 ,C,1.07,
SM-7332, 	100 ,C,1.43,
SM-7333, 	100 ,C,1.25,
SM-7334, 	100 ,C,1.34,
SM-7335, 	75 ,C,1.79,
SM-7338, 	75 ,C,2.06,
SM-7340, 	75 ,C,1.79,
SM-7344, 	125 ,C,0.98,
SM-7346, 	100 ,C,0.86,
SM-7347, 	100 ,C,1.43,
SM-7348, 	125 ,C,1.07,
SM-7349, 	75 ,C,1.79,
SM-7350, 	50 ,C,2.69,
SM-7353, 	75 ,C,1.79,
SM-7357, 	75 ,C,2.24,
SM-7359, 	25 ,C,5.03,
SM-7360, 	75 ,C,2.21,
SM-7361, 	50 ,C,3.59,
SM-7362, 	75 ,C,2.24,
SM-7364, 	125 ,C,0.89,
SM-7366, 	50 ,C,3.59,
SM-7367, 	25 ,C,7.19,
SM-7372, 	200 ,C,0.62,
SM-7373, 	50 ,C,3.23,
SM-7374, 	175 ,C,0.71,
SM-7375, 	100 ,C,1.52,
SM-7380, 	37 ,C,4.54,
SM-7382, 	50 ,C,2.69,
SM-7383, 	50 ,C,2.51,
SM-7384, 	50 ,C,3.50,
SM-7385, 	100 ,C,1.52,
SM-7386, 	25 ,C,5.84,
SM-7392, 	50 ,C,2.69,
SM-7393, 	75 ,C,1.70,
SM-7394, 	37 ,C,4.04,
SM-7396, 	25 ,C,5.39,
SM-7397, 	75 ,C,2.24,
SM-7398, 	75 ,C,2.24,
SM-7399, 	75 ,C,1.70,
SM-7400, 	37 ,C,3.20,
SM-7403, 	50 ,C,2.06,
SM-7407, 	75 ,C,1.70,
SM-7408, 	75 ,C,1.70,
SM-7409, 	50 ,C,2.96,
SM-7411, 	125 ,C,1.08,
SM-7412, 	75 ,C,1.16,
SM-7413, 	75 ,C,1.70,
SM-7414, 	37 ,C,4.49,
SM-7417, 	50 ,C,3.41,
SM-7420, 	150 ,C,0.80,
SM-7427, 	75 ,C,1.25,
SM-7428, 	75 ,C,1.79,
SM-7431, 	50 ,C,2.60,
SM-7434, 	100 ,C,0.98,
SM-7435, 	75 ,C,0.80,
SM-7439, 	150 ,C,0.71,
SM-7440, 	100 ,C,0.89,
SM-7441, 	100 ,C,1.43,
SM-7442, 	12 ,C,13.94,
SM-7445, 	37 ,C,4.49,
SM-7453, 	125 ,C,0.89,
SM-7454, 	100 ,C,1.34,
SM-7455, 	100 ,C,1.43,
SM-7458, 	50 ,C,3.59,
SM-7459, 	100 ,C,1.61,
SM-7460, 	75 ,C,1.70,
SM-7461, 	37 ,C,4.40,
SM-7475, 	37 ,C,4.49,
SM-7482, 	20 ,C,10.34,
SM-7489, 	10 ,C,17.99,
SM-7491, 	25 ,C,5.93,
SM-7493, 	25 ,C,5.84,
SM-7499, 	7 ,C,20.69,
SM-7500, 	50 ,C,2.69,
SM-7501, 	50 ,C,3.48,
SM-7503, 	37 ,C,4.04,
SM-7516, 	50 ,C,2.42,
SM-7523, 	75 ,C,2.24,
SM-7527, 	50 ,C,2.69,
SM-7528, 	37 ,C,4.49,
SM-7533, 	20 ,C,8.99,
SM-7539, 	50 ,C,3.59,
SM-7540, 	75 ,C,2.24,
SM-7541, 	12 ,C,14.39,
SM-7544, 	10 ,C,17.99,
SM-7548, 	100 ,C,1.25,
SM-7552, 	75 ,C,1.79,
SM-7556, 	50 ,C,2.69,
SM-7557, 	12 ,C,15.02,
SM-7561, 	37 ,C,4.49,
SM-7570, 	25 ,C,8.09,
SM-7571, 	50 ,C,2.69,
SM-7574, 	25 ,C,6.29,
SM-7581, 	25 ,C,4.95,
SM-7584, 	37 ,C,3.86,
SM-7591, 	50 ,C,2.69,
SM-7593, 	75 ,C,2.15,
SM-7594, 	25 ,C,5.39,
SM-7595, 	50 ,C,2.96,
SM-7598, 	50 ,C,3.59,
SM-7605, 	50 ,C,2.69,
SM-7633, 	125 ,C,0.98,
SM-7643, 	75 ,C,2.12,
SM-7647, 	100 ,C,1.43,
SM-7655, 	100 ,C,1.40,
SM-7658, 	100 ,C,0.89,
SM-7670, 	87 ,C,1.61,
SM-7677, 	100 ,C,1.07,
SM-7679, 	100 ,C,1.49,
SM-7682, 	125 ,C,1.16,
SM-7688, 	50 ,C,4.49,
SM-7689, 	50 ,C,3.59,
SM-7690, 	75 ,C,1.52,
SM-7693, 	150 ,C,0.89,
SM-7695, 	150 ,C,0.89,
SM-7698, 	75 ,C,2.39,
SM-7700, 	12 ,C,8.09,
SM-7701, 	12 ,C,6.74,
SM-7702, 	12 ,C,6.29,
SM-7704, 	12 ,C,11.24,
SM-7705, 	12 ,C,8.99,
SM-7711, 	12 ,C,11.24,
SM-7721, 	12 ,C,6.74,
SM-7760, 	18 ,C,11.69,
SM-7765, 	12 ,C,14.39,
SM-7770, 	12 ,C,12.59,
SM-7775, 	12 ,C,15.29,
SM-7811, 	75 ,C,1.70,
SM-7813, 	75 ,C,1.79,
SM-7815, 	75 ,C,1.70,
SM-7817, 	75 ,C,1.79,
SM-7819, 	75 ,C,1.43,
SM-7821, 	75 ,C,1.70,
SM-7822, 	75 ,C,2.06,
SM-7823, 	75 ,C,0.89,
SM-7827, 	75 ,C,2.51,
SM-7828, 	75 ,C,1.70,
SM-7830, 	75 ,C,1.43,
SM-7835, 	75 ,C,1.79,
SM-7837, 	100 ,C,1.79,
SM-7839, 	75 ,C,1.79,
SM-7845, 	100 ,C,1.61,
SM-7847, 	112 ,C,1.16,
SM-7857, 	75 ,C,1.43,
SM-7877, 	125 ,C,1.61,
SM-7878, 	75 ,C,2.06,
SM-7885, 	125 ,C,3.59,
SM-7886, 	100 ,C,1.16,
SM-7890, 	50 ,C,3.95,
SM-7891, 	50 ,C,2.42,
SM-7893, 	100 ,C,1.16,
SM-7909, 	75 ,C,1.67,
SM-7952, 	150 ,C,0.89,
SM-8022, 	125 ,C,1.17,
SM-8023, 	125 ,C,1.26,
SM-8024, 	125 ,C,1.39,
SM-8025, 	125 ,C,1.48,
SM-8026, 	125 ,C,1.66,
SM-8027, 	125 ,C,1.75,
SM-8028, 	125 ,C,1.84,
SM-8029, 	125 ,C,1.27,
SM-8030, 	125 ,C,1.39,
SM-8031, 	125 ,C,1.48,
SM-8032, 	125 ,C,1.63,
SM-8033, 	125 ,C,1.75,
SM-8034, 	125 ,C,1.84,
SM-8035, 	125 ,C,1.93,
SM-8036, 	125 ,C,1.39,
SM-8037, 	125 ,C,1.48,
SM-8038, 	125 ,C,1.66,
SM-8039, 	125 ,C,1.75,
SM-8040, 	125 ,C,1.84,
SM-8041, 	125 ,C,1.93,
SM-8042, 	125 ,C,2.02,
SM-8043, 	125 ,C,2.05,
SM-8044, 	125 ,C,2.14,
SM-8045, 	125 ,C,2.23,
SM-8046, 	125 ,C,2.38,
SM-8047, 	125 ,C,2.41,
SM-8048, 	125 ,C,2.50,
SM-8049, 	125 ,C,2.77,
SM-8057, 	50 ,C,3.77,
SM-8058, 	50 ,C,3.86,
SM-8059, 	50 ,C,6.56,
SM-8060, 	50 ,C,6.65,
SM-8061, 	25 ,C,8.27,
SM-8062, 	125 ,C,1.02,
SM-8063, 	125 ,C,0.98,
SM-8064, 	125 ,C,0.93,
SM-8065, 	125 ,C,1.21,
SM-8066, 	125 ,C,1.12,
SM-8067, 	125 ,C,1.03,
SM-9000, 	-   ,G,0.26,
SM-9013, 	-   ,G,1.88,
SM-9014, 	-   ,G,1.58,
SM-9015, 	-   ,G,0.89,
SM-9016, 	-   ,G,0.53,
SM-9045, 	-   ,G,0.45,
SM-9055, 	-   ,G,0.44,
SM-9331, 	62 ,C,2.69,
SM-9335, 	37 ,C,5.39,
SM-9337, 	25 ,C,8.09,
SM-9339, 	175 ,C,0.80,
SM-9340, 	100 ,C,1.88,
SM-9344, 	100 ,C,1.52,
SM-9345, 	125 ,C,4.49,
SM-9349, 	50 ,C,2.60,
SM-9350, 	25 ,C,8.54,
SM-9354, 	75 ,C,1.67,
SM-9358, 	25 ,C,6.29,
SM-9360, 	75 ,C,1.88,
SM-9362, 	75 ,C,1.67,
SM-9365, 	75 ,C,1.61,
SM-9368, 	112 ,C,1.16,
SM-9370, 	50 ,C,3.59,
SM-9371, 	50 ,C,3.41,
SM-9372, 	50 ,C,3.59,
SM-9373, 	100 ,C,1.25,
SM-9375, 	125 ,C,1.04,
SM-9376, 	125 ,C,3.83,
SM-9378, 	125 ,C,1.79,
SM-9380, 	75 ,C,1.70,
SM-9386, 	100 ,C,1.34,
SM-9389, 	25 ,C,7.16,
SM-9390, 	75 ,C,1.64,
SM-9395, 	75 ,C,2.06,
SM-9397, 	250 ,C,0.53,
SM-9401, 	37 ,C,4.46,
SM-9402, 	100 ,C,1.34,
SM-9403, 	87 ,C,1.61,
SM-9408, 	100 ,C,1.52,
SM-9411, 	50 ,C,3.14,
SM-9413, 	50 ,C,2.69,
SM-9416, 	150 ,C,0.86,
SM-9421, 	150 ,C,0.71,
SM-9435, 	75 ,C,1.79,
SM-9436, 	100 ,C,0.98,
SM-9437, 	200 ,C,0.76,
SM-9441, 	137 ,C,0.98,
SM-9444, 	250 ,C,0.59,
SM-9447, 	212 ,C,0.62,
SM-9449, 	200 ,C,0.68,
SM-9450, 	250 ,C,0.46,
SM-9458, 	112 ,C,1.16,
SM-9460, 	75 ,C,2.24,
SM-9462, 	150 ,C,0.89,
SM-9463, 	150 ,C,0.86,
SM-9465, 	25 ,C,5.18,
SM-9470, 	125 ,C,0.98,
SM-9472, 	25 ,C,6.74,
SM-9474, 	100 ,C,1.70,
SM-9475, 	187 ,C,0.71,
SM-9478, 	50 ,C,2.69,
SM-9481, 	50 ,C,3.14,
SM-9482, 	187 ,C,0.71,
SM-9483, 	50 ,C,2.48,
SM-9487, 	125 ,C,1.07,
SM-9488, 	75 ,C,2.24,
SM-9490, 	75 ,C,1.79,
SM-9493, 	100 ,C,1.34,
SM-9494, 	100 ,C,1.43,
SM-9495, 	50 ,C,3.11,
SM-9536, 	25 ,C,4.94,
SM-9541, 	25 ,C,4.49,
SM-9542, 	25 ,C,5.54,
SM-9548, 	25 ,C,6.29,
SM-9556, 	20 ,C,8.90,
SM-9560, 	20 ,C,8.09,
SM-9564, 	150 ,C,0.89,
SM-9576, 	150 ,C,0.98,
SM-9583, 	75 ,C,2.24,
SM-9590, 	50 ,C,2.96,
SM-9595, 	50 ,C,2.69,
SM-9618, 	150 ,C,1.25,
SM-9620, 	75 ,C,1.79,
SM-9622, 	50 ,C,3.59,
SM-9640, 	150 ,C,0.89,
SM-9648, 	250 ,C,0.62,
SM-9654, 	50 ,C,3.23,
SM-9670, 	100 ,C,1.79,
SM-9675, 	150 ,C,1.13,
SM-9679, 	200 ,C,0.89,
SM-9691, 	25 ,C,7.19,
SM-9692, 	62 ,C,2.33,
SM-9693, 	150 ,C,0.89,
SM-9694, 	50 ,C,3.14,
SM-9697, 	50 ,C,3.65,
SM-9698, 	125 ,C,1.49,
SM-9699, 	75 ,C,1.97,
SM-9702, 	150 ,C,0.80,
SM-9708, 	150 ,C,0.89,
SM-9712, 	150 ,C,0.89,
SM-9713, 	112 ,C,1.16,
SM-9716, 	100 ,C,1.25,
SM-9717, 	75 ,C,1.43,
SM-9719, 	100 ,C,1.25,
SM-9725, 	150 ,C,0.80,
SM-9729, 	200 ,C,0.62,
SM-9730, 	150 ,C,0.53,
SM-9732, 	150 ,C,0.57,
SM-9734, 	75 ,C,1.79,
SM-9735, 	150 ,C,0.59,
SM-9737, 	125 ,C,0.77,
SM-9738, 	112 ,C,1.16,
SM-9740, 	150 ,C,0.80,
SM-9747, 	150 ,C,0.89,
SM-9754, 	100 ,C,1.35,
SM-9755, 	50 ,C,3.14,
SM-9765, 	75 ,C,1.79,
SM-9767, 	50 ,C,2.51,
SM-9768, 	250 ,C,0.53,
SM-9769, 	150 ,C,0.80,
SM-9774, 	150 ,C,0.80,
SM-9780, 	150 ,C,0.71,
SM-9783, 	175 ,C,0.71,
SM-9784, 	150 ,C,0.86,
SM-9785, 	75 ,C,1.43,
SM-9786, 	62 ,C,2.33,
SM-9794, 	125 ,C,1.07,
SM-9805, 	75 ,C,2.03,
SM-9808, 	75 ,C,1.79,
SM-9810, 	150 ,C,0.80,
SM-9812, 	50 ,C,2.51,
SM-9813, 	75 ,C,1.43,
SM-9816, 	75 ,C,2.24,
SM-9819, 	50 ,C,3.05,
SM-9820, 	75 ,C,1.88,
SM-9821, 	25 ,C,5.36,
SM-9822, 	50 ,C,3.15,
SM-9828, 	25 ,C,5.39,
SM-9837, 	12 ,C,13.49,
SM-9839, 	50 ,C,2.69,
SM-9846, 	75 ,C,1.79,
SM-9847, 	150 ,C,0.89,
SM-9848, 	125 ,C,1.16,
SM-9850, 	25 ,C,5.39,
SM-9852, 	75 ,C,1.79,
SM-9866, 	125 ,C,1.07,
SM-9871, 	50 ,C,2.51,
SM-9872, 	50 ,C,3.59,
SM-9876, 	112 ,C,1.16,
SM-9877, 	50 ,C,2.93,
SM-9878, 	50 ,C,2.51,
SM-9883, 	25 ,C,8.06,
SM-9886, 	100 ,C,1.34,
SM-9887, 	150 ,C,0.89,
SM-9889, 	50 ,C,4.04,
SM-9891, 	75 ,C,1.79,
SM-9892, 	100 ,C,1.34,
SM-9893, 	112 ,C,1.07,
SM-9894, 	50 ,C,3.59,
SM-9898, 	25 ,C,8.99,
SM-9901, 	50 ,C,3.23,
SM-9950, 	50 ,C,3.14,
SM-9953, 	162 ,C,0.84,
SM-9954, 	150 ,C,0.89,
SM-9956, 	50 ,C,2.48,
SM-9958, 	50 ,C,3.14,
SM-9960, 	150 ,C,1.34,
SM-9973, 	125 ,C,1.34,
SM-9981, 	100 ,C,1.79,
SM-9983, 	50 ,C,2.15,